Brand*,Store id,Name,Lat*,Lng*,Address1,Address2,City,State,Zip code,Country,Phone number,Fax number,Store hours,Time zone,Dma Code,Status*
Cafe Rustico,"",Cafe Rustico,42.3640825599432,-71.0595052689314,85 Canal St,"",Boston,MA,02114,US,6177428770,"","",EST,"",Active
Angela's Cafe,"",Angela's Cafe,42.378532,-71.034996,131 Lexington St,"",Boston,MA,02128,US,6175674972,"","",EST,"",Active
75 Chestnut,"",75 Chestnut,42.35693359375,-71.0709838867188,75 Chestnut St,"",Boston,MA,02108,US,6172272175,"","",EST,"",Active
Mei Sum,"",Mei Sum,42.3515936,-71.0616044,36 Beach St,"",Boston,MA,02111,US,6173574050,"","",EST,"",Active
Teatro,"",Teatro,42.352997,-71.064342,177 Tremont St,"",Boston,MA,02111,US,6177786841,"","",EST,"",Active
Terramia Ristorante,"",Terramia Ristorante,42.364028,-71.055697,98 Salem St,"",Boston,MA,02113,US,6175233112,"","",EST,"",Active
The Gallows,"",The Gallows,42.3411771655083,-71.0700604319572,1395 Washington St,"",Boston,MA,02118,US,6174250200,"","",EST,"",Active
Genki Ya,"",Genki Ya,42.3512460187279,-71.0647221654654,232 Tremont St,"",Boston,MA,02116,US,6173388686,"","",EST,"",Active
Abe & Louie's Steakhouse,"",Abe & Louie's Steakhouse,42.3492240905762,-71.0815887451172,793 Boylston St,"",Boston,MA,02116,US,6175366300,"","",EST,"",Active
Piattini,"",Piattini,42.3496932983398,-71.0812225341797,226 Newbury St,"",Boston,MA,02116,US,6175362020,"","",EST,"",Active
Coda,"",Coda,42.3462394,-71.0750068,329 Columbus Ave,"",Boston,MA,02116,US,6175362632,"","",EST,"",Active
Roast Beast,"",Roast Beast,42.351783181146,-71.1236789566271,1080 Commonwealth Ave,"",Boston,MA,02215,US,6178778690,"","",EST,"",Active
Metropolis,"",Metropolis,42.343145,-71.0728435,584 Tremont St,"",Boston,MA,02118,US,6172472931,"","",EST,"",Active
Davio's,"",Davio's,42.3502377375106,-71.0701250997561,75 Arlington St,"",Boston,MA,02116,US,6173574810,"","",EST,"",Active
The Butcher Shop,"",The Butcher Shop,42.34376,-71.071454,552 Tremont St,"",Boston,MA,02118,US,6174234800,"","",EST,"",Active
Anthony's Cafe,"",Anthony's Cafe,42.3639907836914,-71.0513610839844,252 Commercial St,"",Boston,MA,02109,US,6177422987,"","",EST,"",Active
PS Gourmet Coffee,"",PS Gourmet Coffee,42.3351402,-71.0457916,106 Dorchester St,"",Boston,MA,02127,US,6172694020,"","",EST,"",Active
Taiwan Café,"",Taiwan Café,42.351503,-71.060239,34 Oxford St,"",Boston,MA,02111,US,6174268181,"","",EST,"",Active
Durty Nelly's,"",Durty Nelly's,42.3616471141577,-71.0563945770264,108 Blackstone St,"",Boston,MA,02109,US,6177422090,"","",EST,"",Active
Legal Sea Foods,"",Legal Sea Foods,42.3596689850092,-71.051329895854,255 State St,"",Boston,MA,02109,US,6177425300,"","",EST,"",Active
Kitchen,"",Kitchen,42.3437225818634,-71.0719882696867,560 Tremont St,"",Boston,MA,02118,US,6176951250,"","",EST,"",Active
The Tip Tap Room,"",The Tip Tap Room,42.36105,-71.063986,138 Cambridge St,"",Boston,MA,02114,US,8573503344,"","",EST,"",Active
Cinquecento,"",Cinquecento,42.3420052975416,-71.0661041736603,500 Harrison Ave,"",Boston,MA,02118,US,6173389500,"","",EST,"",Active
Mehak,"",Mehak,42.3671035766602,-71.0360794067383,329 Sumner St,"",Boston,MA,02128,US,6175671900,"","",EST,"",Active
Pete's Dockside,"",Pete's Dockside,42.3451843,-71.0372238,12 Channel St,"",Boston,MA,02210,US,6174231110,"","",EST,"",Active
Smith & Wollensky,"",Smith & Wollensky,42.3531183164592,-71.05287385159,294 Congress St,"",Boston,MA,02210,US,6177782200,"","",EST,"",Active
Archie's New York Deli,"",Archie's New York Deli,42.3550415,-71.0591278,101 Arch St,"",Boston,MA,02110,US,6173305145,"","",EST,"",Active
Zest Mediterranean Grille,"",Zest Mediterranean Grille,42.3469996,-71.0879785,1076 Boylston St,"",Boston,MA,02215,US,6178676767,"","",EST,"",Active
Strip By Strega,"",Strip By Strega,42.3509903,-71.0700607,64 Arlington St,"",Boston,MA,02116,US,6174565300,"","",EST,"",Active
The Beehive,"",The Beehive,42.3444811,-71.0706586,541 Tremont St,"",Boston,MA,02116,US,6174230069,"","",EST,"",Active
Bogie's Place,"",Bogie's Place,42.3551712,-71.0622864,25 Temple Pl,"",Boston,MA,02111,US,6173385333,"","",EST,"",Active
Douzo,"",Douzo,42.346832,-71.075424,131 Dartmouth St,"",Boston,MA,02116,US,6178598886,"","",EST,"",Active
Viga Eatery & Catering,"",Viga Eatery & Catering,42.35474,-71.0538399,133 Pearl St,"",Boston,MA,02110,US,6174821112,"","",EST,"",Active
Viga Italian Eatery and Caterer,"",Viga Italian Eatery and Caterer,42.3541489,-71.0579605,291 Devonshire St,"",Boston,MA,02110,US,6174821113,"","",EST,"",Active
Boston Kitchen Pizza,"",Boston Kitchen Pizza,42.3510218,-71.0631478,1 Stuart St,"",Boston,MA,02116,US,6174820085,"","",EST,"",Active
Trattoria Di Monica,"",Trattoria Di Monica,42.36522,-71.05523,67 Prince St,"",Boston,MA,02113,US,6177205472,"","",EST,"",Active
Stella,"",Stella,42.3398154617462,-71.0725331180971,1525 Washington St,"",Boston,MA,02118,US,6172477747,"","",EST,"",Active
Georges Island,"",Georges Island,42.358333,-71.060278,Downtown,"",Boston,MA,02228,US,,"","",EST,"",Active
Boston Chops,"",Boston Chops,42.3415092,-71.0695165,1375 Washington St,"",Boston,MA,02118,US,6172275011,"","",EST,"",Active
Lucky's Lounge,"",Lucky's Lounge,42.350040435791,-71.0484848022461,355 Congress St,"",Boston,MA,02210,US,6173575825,"","",EST,"",Active
Trattoria Il Panino,"",Trattoria Il Panino,42.3639035,-71.054771,11 Parmenter St,"",Boston,MA,02113,US,6177201336,"","",EST,"",Active
Commonwealth Avenue Mall,"",Commonwealth Avenue Mall,42.348503,-71.094223,484 Commonwealth Ave,"",Boston,MA,02116,US,6176354500,"","",EST,"",Active
Corner Cafe,"",Corner Cafe,42.3656005859375,-71.0561828613281,87 Prince St,"",Boston,MA,02113,US,6175238997,"","",EST,"",Active
Harborside Inn,"",Harborside Inn,42.35915,-71.05278,185 State St,"",Boston,MA,02109,US,6177237500,"","",EST,"",Active
Les Zygomates,"",Les Zygomates,42.351162781091,-71.057466873432,129 South St,"",Boston,MA,02111,US,6175425108,"","",EST,"",Active
The Bar at Taj Boston,"",The Bar at Taj Boston,42.3528099,-71.071579,15 Arlington St,"",Boston,MA,02116,US,6175365700,"","",EST,"",Active
"Josephine, Restaurant Parisien","","Josephine, Restaurant Parisien",42.3485145568848,-71.0934829711914,468 Commonwealth Ave,"",Boston,MA,02215,US,6173750699,"","",EST,"",Active
Winsor Dim Sum Café,"",Winsor Dim Sum Café,42.351011898927,-71.060564754751,10 Tyler St,"",Boston,MA,02111,US,6173381688,"","",EST,"",Active
Roxy's Gourmet Grilled Cheese,"",Roxy's Gourmet Grilled Cheese,42.3370170593262,-71.0720062255859,South End,"",Boston,MA,02118,US,6172025864,"","",EST,"",Active
Gourmet Dumpling House,"",Gourmet Dumpling House,42.351532,-71.060661,52 Beach St,"",Boston,MA,02111,US,6173386223,"","",EST,"",Active
Strega Waterfront,"",Strega Waterfront,42.353216,-71.045152,One Marina Park Dr,"",Boston,MA,02210,US,6173453992,"","",EST,"",Active
Oliver's Street Cafe,"",Oliver's Street Cafe,42.3569564819336,-71.0539779663086,260 Franklin St,"",Boston,MA,02110,US,6173305355,"","",EST,"",Active
Saigon Hut,"",Saigon Hut,42.3772659,-71.0390472,305 Meridian St,"",Boston,MA,02128,US,6175671944,"","",EST,"",Active
Bukowski Tavern,"",Bukowski Tavern,42.34726832024,-71.085402407346,50 Dalton St,"",Boston,MA,02115,US,6174379999,"","",EST,"",Active
J.P. Licks,"",J.P. Licks,42.3599606752396,-71.0708469897509,150 Charles St,"",Boston,MA,02114,US,8572332771,"","",EST,"",Active
J.J. Foley's Cafe,"",J.J. Foley's Cafe,42.3437165,-71.0651999,117 E Berkeley St,"",Boston,MA,02118,US,6177289101,"","",EST,"",Active
Boston Burger Company,"",Boston Burger Company,42.3468132019043,-71.0884704589844,1100 Boylston St,"",Boston,MA,02215,US,8572334560,"","",EST,"",Active
163 Vietnamese Sandwiches & Bubble Tea,"",163 Vietnamese Sandwiches & Bubble Tea,42.351326,-71.061058,66 Harrison Ave,"",Boston,MA,02111,US,6175427903,"","",EST,"",Active
Olga's Kafe,"",Olga's Kafe,42.353787,-71.058278,99 Summer St,"",Boston,MA,02110,US,6172049808,"","",EST,"",Active
Pret A Manger,"",Pret A Manger,42.3556213,-71.0554199,185 Franklin Street,"",Boston,MA,02110,US,6172049280,"","",EST,"",Active
Gaga Seafood Restaurant,"",Gaga Seafood Restaurant,42.35071,-71.06097,25-27 Tyler St,"",Boston,MA,02111,US,6173388770,"","",EST,"",Active
Lucca,"",Lucca,42.3631864,-71.0550955,226 Hanover St,"",Boston,MA,02113,US,6177429200,"","",EST,"",Active
Patisserie on Newbury,"",Patisserie on Newbury,42.3494751,-71.0830638,257 Newbury St,"",Boston,MA,02116,US,6176706040,"","",EST,"",Active
PRESSED,"",PRESSED,42.359226,-71.070992,120 Charles St,"",Boston,MA,02114,US,8573503103,"","",EST,"",Active
Lincoln Tavern & Restaurant,"",Lincoln Tavern & Restaurant,42.3365590721369,-71.0474239289761,425 W Broadway,"",Boston,MA,02127,US,6177658636,"","",EST,"",Active
Back Bay Sandwich,"",Back Bay Sandwich,42.3508682,-71.0714874,31 St James Ave,"",Boston,MA,02116,US,6174511561,"","",EST,"",Active
Antico Forno,"",Antico Forno,42.363801,-71.0556657,93 Salem St,"",Boston,MA,02113,US,6177236733,"","",EST,"",Active
Amorino,"",Amorino,42.3497657775879,-71.0828094482422,249 Newbury St,"",Boston,MA,02116,US,6175853185,"","",EST,"",Active
Caffe Paradiso,"",Caffe Paradiso,42.36322,-71.0548,255 Hanover St,"",Boston,MA,02113,US,6177421768,"","",EST,"",Active
Amsterdam Falafelshop,"",Amsterdam Falafelshop,42.3492548500249,-71.0953465693108,642 Beacon St,"",Boston,MA,02215,US,8573172742,"","",EST,"",Active
Clover,"",Clover,42.356143951416,-71.062858581543,138 Tremont St,"",Boston,MA,02111,US,,"","",EST,"",Active
Rondo's Sub Shop,"",Rondo's Sub Shop,42.3410537838936,-71.0542193055153,134 W Broadway,"",Boston,MA,02127,US,6172690274,"","",EST,"",Active
Stoddard's Fine Food & Ale,"",Stoddard's Fine Food & Ale,42.3552208,-71.0616074,48 Temple Pl,"",Boston,MA,02111,US,6174260048,"","",EST,"",Active
Intermission Tavern,"",Intermission Tavern,42.3513412475586,-71.0645904541016,228 Tremont St,"",Boston,MA,02116,US,6174515997,"","",EST,"",Active
Clio,"",Clio,42.3485908508301,-71.0887298583984,370 Commonwealth Ave,"",Boston,MA,02215,US,6175367200,"","",EST,"",Active
La Sanghita Cafe,"",La Sanghita Cafe,42.36569,-71.02906,389 Maverick St,"",Boston,MA,02128,US,8572562917,"","",EST,"",Active
Boston Pizza Tours,"",Boston Pizza Tours,42.3727492851004,-71.0530471801758,71 Commercial St,"",Boston,MA,02109,US,8554874992,"","",EST,"",Active
Zen Japanese Grill & Sushi Bar,"",Zen Japanese Grill & Sushi Bar,42.3580742,-71.0626678,21 A Beacon St,"",Boston,MA,02108,US,6173711230,"","",EST,"",Active
Piccolo Nido,"",Piccolo Nido,42.3634600121396,-71.0523010070374,247 N St,"",Boston,MA,02113,US,6177424272,"","",EST,"",Active
Maggiano's Little Italy,"",Maggiano's Little Italy,42.3513145744801,-71.0684162378311,4 Columbus Ave,"",Boston,MA,02116,US,6175423456,"","",EST,"",Active
Saraceno,"",Saraceno,42.36398,-71.05455,286 Hanover St,"",Boston,MA,02113,US,6172275353,"","",EST,"",Active
The Tam,"",The Tam,42.3515,-71.0645399,222 Tremont St,"",Boston,MA,02118,US,,"","",EST,"",Active
La Summa,"",La Summa,42.36468,-71.05255,30 Fleet St,"",Boston,MA,02113,US,6175239503,"","",EST,"",Active
Swish Shabu,"",Swish Shabu,42.3430901,-71.0991135,84 86 Peterborough St,"",Boston,MA,02215,US,6172360255,"","",EST,"",Active
Erbaluce,"",Erbaluce,42.350149,-71.068389,69 Church St,"",Boston,MA,02116,US,6174266969,"","",EST,"",Active
Pellino's Ristorante,"",Pellino's Ristorante,42.364029,-71.053627,2 Prince St,"",Boston,MA,02109,US,6172277300,"","",EST,"",Active
Hong Kong Eatery,"",Hong Kong Eatery,42.3510131835938,-71.0616302490234,79 Harrison Ave,"",Boston,MA,02111,US,6174230838,"","",EST,"",Active
Mei Mei Street Kitchen,"",Mei Mei Street Kitchen,42.3474002278245,-71.1061915963046,506 Park Dr,"",Boston,MA,02215,US,8572504959,"","",EST,"",Active
Newbury Street,"",Newbury Street,42.3492157403417,-71.0841545358009,10 Newbury St,"",Boston,MA,02228,US,,"","",EST,"",Active
Bleacher Bar,"",Bleacher Bar,42.3469855442944,-71.096686816461,Fenway Park,"",Boston,MA,02228,US,6172622424,"","",EST,"",Active
Boloco,"",Boloco,42.3543117,-71.0563778,133 Federal St,"",Boston,MA,02110,US,6173579727,"","",EST,"",Active
Berkeley Perk Cafe,"",Berkeley Perk Cafe,42.3468094,-71.0705338,69 Berkeley St,"",Boston,MA,02116,US,6174267375,"","",EST,"",Active
Boston Common Coffee Co.,"",Boston Common Coffee Co.,42.353430587367,-71.05665963509401,10 High St,"",Boston,MA,02110,US,6176959700,"","",EST,"",Active
Clover,"",Clover,42.3602642696616,-71.0589909553528,City Hall Plaza,"",Boston,MA,02108,US,,"","",EST,"",Active
Peter's Park Dog Run,"",Peter's Park Dog Run,42.3424076288939,-71.0677356272936,1277 Washington St,"",Boston,MA,02118,US,,"","",EST,"",Active
Bastille Kitchen,"",Bastille Kitchen,42.349462,-71.0501609,49 Melcher St,"",Boston,MA,02210,US,6175568000,"","",EST,"",Active
Fort Independence Park,"",Fort Independence Park,42.3341843859394,-71.0272979736328,William J Day Blvd,"",Boston,MA,02127,US,,"","",EST,"",Active
City Bar,"",City Bar,42.3490681,-71.0794721,61 Exeter St,"",Boston,MA,02199,US,6175365300,"","",EST,"",Active
Trattoria Il Panino,"",Trattoria Il Panino,42.3638492077589,-71.0545270889997,278 Hanover St,"",Boston,MA,02113,US,6177201336,"","",EST,"",Active
Great Taste Bakery & Restaurant,"",Great Taste Bakery & Restaurant,42.3510895,-71.0601883,63 Beach St,"",Boston,MA,02111,US,6174268899,"","",EST,"",Active
Daddy's Fried Dough,"",Daddy's Fried Dough,42.3564503341913,-71.0619802772999,Park Street T Station & Boston Commons,"",Boston,MA,02108,US,9788460860,"","",EST,"",Active
Five Horses Tavern South End,"",Five Horses Tavern South End,42.3417445441842,-71.0805253552637,535 Columbus Ave,"",Boston,MA,02118,US,6179363930,"","",EST,"",Active
Rod Dee Thai 2,"",Rod Dee Thai 2,42.3430470265358,-71.0992394306382,94 Peterborough St,"",Boston,MA,02215,US,6178590969,"","",EST,"",Active
Masa,"",Masa,42.346815,-71.0692466,439 Tremont St,"",Boston,MA,02116,US,6173388884,"","",EST,"",Active
Pad Thai Cafe,"",Pad Thai Cafe,42.3467399,-71.08872,1116 Boylston St,"",Boston,MA,02115,US,6172473399,"","",EST,"",Active
Crush Pizza,"",Crush Pizza,42.3591313,-71.0549778,107 State St,"",Boston,MA,02109,US,8573504222,"","",EST,"",Active
Sultan's Kitchen,"",Sultan's Kitchen,42.3593445,-71.054657,116 State St,"",Boston,MA,02109,US,6175709009,"","",EST,"",Active
Maná Escondido Café,"",Maná Escondido Café,42.3412341624498,-71.075509339571,68 Aguadilla St,"",Boston,MA,02118,US,6172660900,"","",EST,"",Active
Legal Harborside,"",Legal Harborside,42.3486255517066,-71.0378787321779,270 Northern Ave,"",Boston,MA,02210,US,6174772900,"","",EST,"",Active
Andre's Cafe,"",Andre's Cafe,42.3358688354492,-71.0742034912109,811 Harrison Ave,"",Boston,MA,02118,US,6172679599,"","",EST,"",Active
India Quality Restaurant,"",India Quality Restaurant,42.3485649735803,-71.0943808368296,484 Commonwealth Ave,"",Boston,MA,02215,US,6172674499,"","",EST,"",Active
Ruth's Chris Steak House,"",Ruth's Chris Steak House,42.3578462497398,-71.0596454143524,45 School St,"",Boston,MA,02108,US,6177428401,"","",EST,"",Active
John Hancock Tower,"",John Hancock Tower,42.34926,-71.07511,200 Clarendon St,"",Boston,MA,02228,US,6175726420,"","",EST,"",Active
Doughboy Donuts & Deli,"",Doughboy Donuts & Deli,42.340173,-71.056792,220 Dorchester Ave,"",Boston,MA,02127,US,6172698741,"","",EST,"",Active
Boloco Copley Square,"",Boloco Copley Square,42.35062,-71.076431,569 Boylston St,"",Boston,MA,02116,US,6172591619,"","",EST,"",Active
Ali Baba,"",Ali Baba,42.3436126,-71.0648162,145 E Berkeley St,"",Boston,MA,02118,US,6174820654,"","",EST,"",Active
Battery Park Bar & Lounge,"",Battery Park Bar & Lounge,42.357783,-71.054102,33 Batterymarch St,"",Boston,MA,02110,US,6173507275,"","",EST,"",Active
Cheeseboy,"",Cheeseboy,42.3572558,-71.05825,280 Washington St,"",Boston,MA,02108,US,6174230481,"","",EST,"",Active
The Boston Sail Loft,"",The Boston Sail Loft,42.362543759667,-71.050748116975,80 Atlantic Ave,"",Boston,MA,02110,US,6172277280,"","",EST,"",Active
Morton's The Steakhouse,"",Morton's The Steakhouse,42.348858,-71.04084,2 Seaport Ln,"",Boston,MA,02210,US,6175260410,"","",EST,"",Active
Ristorante Euno,"",Ristorante Euno,42.3644708096981,-71.0554745793343,119 Salem St,"",Boston,MA,02113,US,6175739406,"","",EST,"",Active
The Lower Depths,"",The Lower Depths,42.348511,-71.093849,476 Commonwealth Ave,"",Boston,MA,02115,US,6172666662,"","",EST,"",Active
Gene's Chinese Flatbread Cafe,"",Gene's Chinese Flatbread Cafe,42.3534194,-71.0595619,86 Bedford St,"",Boston,MA,02111,US,6174821888,"","",EST,"",Active
Benevento's,"",Benevento's,42.3642807,-71.0553513,111 Salem St,"",Boston,MA,02113,US,6175234111,"","",EST,"",Active
Del Frisco's Double Eagle Steak House,"",Del Frisco's Double Eagle Steak House,42.348544,-71.038523,250 Northern Ave,"",Boston,MA,02210,US,6179511368,"","",EST,"",Active
Boston Indian Kitchen,"",Boston Indian Kitchen,42.3496932983398,-71.0892333984375,51A Massachusetts Ave,"",Boston,MA,02115,US,6178597400,"","",EST,"",Active
Guerrilla Queer Bar,"",Guerrilla Queer Bar,42.358333,-71.060278,Downtown,"",Boston,MA,02228,US,,"","",EST,"",Active
"Pastoral - Artisan Pizza, Kitchen & Bar","","Pastoral - Artisan Pizza, Kitchen & Bar",42.3505763940776,-71.0488574567263,345 Congress St,"",Boston,MA,02210,US,6173450005,"","",EST,"",Active
Mela,"",Mela,42.3433342,-71.0725021,578 Tremont St,"",Boston,MA,02118,US,6178594805,"","",EST,"",Active
The Vegetable Guy,"",The Vegetable Guy,42.363808,-71.055077,18 Parmenter St,"",Boston,MA,02113,US,,"","",EST,"",Active
Teranga,"",Teranga,42.336586869527004,-71.07665195362,1746 Washington St,"",Boston,MA,02118,US,6172660003,"","",EST,"",Active
Granary Tavern,"",Granary Tavern,42.3587303,-71.052597,170 Milk St,"",Boston,MA,02109,US,6174497110,"","",EST,"",Active
Beantown Pho & Grill,"",Beantown Pho & Grill,42.3492707312107,-71.0835298150778,272 Newbury St,"",Boston,MA,02116,US,8572638440,"","",EST,"",Active
Red Lantern,"",Red Lantern,42.348503112793,-71.073356628418,39 Stanhope St,"",Boston,MA,02116,US,6172623900,"","",EST,"",Active
Trophy Room,"",Trophy Room,42.3469703698508,-71.0711350197154,26 Chandler St,"",Boston,MA,02116,US,6174823450,"","",EST,"",Active
Haymarket Pizza,"",Haymarket Pizza,42.3616404086351,-71.0563858598471,106 Blackstone St,"",Boston,MA,02109,US,6177238585,"","",EST,"",Active
Cha Cha Cha Taqueria,"",Cha Cha Cha Taqueria,42.347446,-71.074943,145 Dartmouth St,"",Boston,MA,02116,US,6177853516,"","",EST,"",Active
Porters Bar & Grill,"",Porters Bar & Grill,42.3642896,-71.061702,173 Portland St,"",Boston,MA,02114,US,6177427678,"","",EST,"",Active
Beacon Hill,"",Beacon Hill,42.36238,-71.06588,"Boston, MA 02114","",Boston,MA,02114,US,,"","",EST,"",Active
Temple Place Cafe,"",Temple Place Cafe,42.3554115,-71.0620422,26 Temple Pl,"",Boston,MA,02111,US,6172922626,"","",EST,"",Active
Tremont 647,"",Tremont 647,42.3422470092773,-71.0754318237305,647 Tremont St,"",Boston,MA,02118,US,6172664600,"","",EST,"",Active
Piattini Gelateria and Café,"",Piattini Gelateria and Café,42.349712,-71.081154,224 Newbury St,"",Boston,MA,02116,US,6175367500,"","",EST,"",Active
Dirty Water Dough Co.,"",Dirty Water Dough Co.,42.349734,-71.081072,222 Newbury St,"",Boston,MA,02116,US,6172620090,"","",EST,"",Active
Pho Pasteur,"",Pho Pasteur,42.351233877569,-71.0628962516785,682 Washington St,"",Boston,MA,02111,US,6174827467,"","",EST,"",Active
Seoul,"",Seoul,42.36108,-71.064752,156 Cambridge St,"",Boston,MA,02114,US,6179736680,"","",EST,"",Active
Maria's Taqueria,"",Maria's Taqueria,42.351395,-71.064575,226 Tremont St,"",Boston,MA,02116,US,6173577399,"","",EST,"",Active
Last Hurrah,"",Last Hurrah,42.35779479146,-71.0599632561207,60 School St,"",Boston,MA,02108,US,6173051888,"","",EST,"",Active
Liquid Art House,"",Liquid Art House,42.3499842,-71.0695033,100 Arlington St,"",Boston,MA,02116,US,6174578130,"","",EST,"",Active
New Jumbo Seafood Restaurant,"",New Jumbo Seafood Restaurant,42.3509638756514,-71.0600296407938,5 Hudson St,"",Boston,MA,02111,US,6175422823,"","",EST,"",Active
The Best Little Restaurant,"",The Best Little Restaurant,42.3507996,-71.0602493,13A Hudson St,"",Boston,MA,02111,US,6173384988,"","",EST,"",Active
Trade,"",Trade,42.353533,-71.053072,540 Atlantic Ave,"",Boston,MA,02110,US,6174511234,"","",EST,"",Active
Hot Pot Buffet,"",Hot Pot Buffet,42.3513603,-71.0597992,70 Beach St,"",Boston,MA,02111,US,6173380808,"","",EST,"",Active
The Wholy Grain,"",The Wholy Grain,42.3430595,-71.0694199,275 Shawmut Ave,"",Boston,MA,02118,US,8572771531,"","",EST,"",Active
Pavement Coffeehouse,"",Pavement Coffeehouse,42.3469565156457,-71.0884725931989,1096 Boylston St,"",Boston,MA,02215,US,6172361500,"","",EST,"",Active
Trident Booksellers & Café,"",Trident Booksellers & Café,42.3482437133789,-71.0866241455078,338 Newbury St,"",Boston,MA,02115,US,6172678688,"","",EST,"",Active
Estragon,"",Estragon,42.338475510478,-71.0706505179405,700 Harrison Ave,"",Boston,MA,02118,US,6172660443,"","",EST,"",Active
Parla,"",Parla,42.3632455,-71.0552327,230 Hanover St,"",Boston,MA,02113,US,6173672824,"","",EST,"",Active
Blue Dragon,"",Blue Dragon,42.349348,-71.049653,324 A St,"",Boston,MA,02210,US,6173388585,"","",EST,"",Active
Cantina Italiana,"",Cantina Italiana,42.365013,-71.0534499,346 Hanover St,"",Boston,MA,02113,US,6177234577,"","",EST,"",Active
Penang,"",Penang,42.3513510985963,-71.0629915757408,685 Washington St,"",Boston,MA,02111,US,6174516373,"","",EST,"",Active
Café de Lulu,"",Café de Lulu,42.3515739,-71.0609436,42 Beach St,"",Boston,MA,02111,US,6173910888,"","",EST,"",Active
Rhythm 'n Wraps,"",Rhythm 'n Wraps,42.3584308,-71.0597732,Downtown,"",Boston,MA,,US,8578291090,"","",EST,"",Active
Viva Burrito,"",Viva Burrito,42.3629393,-71.0639805,66 Staniford St,"",Boston,MA,02114,US,6175236390,"","",EST,"",Active
Highball Lounge,"",Highball Lounge,42.3573824,-71.0608754,90 Tremont St,"",Boston,MA,02108,US,6177720202,"","",EST,"",Active
Uburger,"",Uburger,42.34957,-71.09527,Kenmore Sq,"",Boston,MA,02215,US,6175360448,"","",EST,"",Active
Stephi's on Tremont,"",Stephi's on Tremont,42.3436382,-71.07257,571 Tremont St,"",Boston,MA,02118,US,6172362063,"","",EST,"",Active
Yada Yada,"",Yada Yada,42.351884,-71.048083,34 Farnsworth St,"",Boston,MA,02210,US,6174519232,"","",EST,"",Active
Koy,"",Koy,42.3605931357964,-71.056273070639,16 North St,"",Boston,MA,02109,US,8579911483,"","",EST,"",Active
Capital One 360 Cafe,"",Capital One 360 Cafe,42.3490843,-71.0816735,799 Boylston St,"",Boston,MA,02116,US,6172360585,"","",EST,"",Active
Café Jaffa,"",Café Jaffa,42.34866,-71.08414,48 Gloucester St,"",Boston,MA,02115,US,6175360230,"","",EST,"",Active
Boloco,"",Boloco,42.3522856,-71.0671914,2 Park Plz,"",Boston,MA,02116,US,6177786772,"","",EST,"",Active
Darryl's Corner Bar & Kitchen,"",Darryl's Corner Bar & Kitchen,42.33976,-71.08241,604 Columbus Ave,"",Boston,MA,02118,US,6175361100,"","",EST,"",Active
South Street Diner,"",South Street Diner,42.3497247634028,-71.0574558062586,178 Kneeland St,"",Boston,MA,02111,US,6173500028,"","",EST,"",Active
Cheeseboy: Grilled Cheese To Go,"",Cheeseboy: Grilled Cheese To Go,42.3505266755819,-71.056467667222,South Station Train Concourse,"",Boston,MA,02110,US,6177374600,"","",EST,"",Active
Woody's Grill and Tap,"",Woody's Grill and Tap,42.344859,-71.089571,58 Hemenway St,"",Boston,MA,02115,US,6173759663,"","",EST,"",Active
Mario's Restaurant,"",Mario's Restaurant,42.378173,-71.028861,347 Chelsea St,"",Boston,MA,02128,US,6175678608,"","",EST,"",Active
Papagayo,"",Papagayo,42.34977,-71.05004,283 Summer Street,"",Boston,MA,02210,US,6174231000,"","",EST,"",Active
Cafe de Boston,"",Cafe de Boston,42.3550833,-71.0565126,75 Federal St,"",Boston,MA,02110,US,6174821006,"","",EST,"",Active
Grasshopper Cafe,"",Grasshopper Cafe,42.3794708,-71.0633011,229 Bunker Hill St,"",Boston,MA,02129,US,6172420000,"","",EST,"",Active
Vejigantes,"",Vejigantes,42.3416595,-71.0722504,57 W Dedham St,"",Boston,MA,02118,US,6172479249,"","",EST,"",Active
Coffee Central,"",Coffee Central,42.362545,-71.0693665,Massachusetts General Hospital,"",Boston,MA,02114,US,,"","",EST,"",Active
Massachusetts State House,"",Massachusetts State House,42.358084,-71.063651,24 Beacon St,"",Boston,MA,02133,US,6177277030,"","",EST,"",Active
Sofá Café,"",Sofá Café,42.350155,-71.08138,217 Newbury St,"",Boston,MA,02116,US,8572502381,"","",EST,"",Active
Ducali Pizzeria & Bar,"",Ducali Pizzeria & Bar,42.3669548,-71.0582428,289 Causeway St,"",Boston,MA,02114,US,6177424144,"","",EST,"",Active
Gennaro's 5 North Square,"",Gennaro's 5 North Square,42.364029822735,-71.0535063604355,5 North Sq,"",Boston,MA,02113,US,6177201050,"","",EST,"",Active
The Pour House,"",The Pour House,42.3482836782932,-71.0841581225395,907 Boylston St,"",Boston,MA,02115,US,6172361767,"","",EST,"",Active
Loco Taqueria and Oyster Bar,"",Loco Taqueria and Oyster Bar,42.3369670759542,-71.0477377406966,412 W Broadway,"",Boston,MA,02127,US,6179175626,"","",EST,"",Active
Peach Farm,"",Peach Farm,42.3511428833008,-71.0604095458984,4 Tyler St,"",Boston,MA,02111,US,6174821116,"","",EST,"",Active
Pita,"",Pita,42.33975,-71.06499,473 Albany St,"",Boston,MA,02118,US,6175562600,"","",EST,"",Active
The Four's Restaurant & Sports Bar,"",The Four's Restaurant & Sports Bar,42.36498,-71.06098,166 Canal St,"",Boston,MA,02114,US,6177204455,"","",EST,"",Active
